id,tweet,translated,label
1.30002E+18,"@BeratAlbayrak , Emre bey haklı, halk zaten 1.6 motor üzerine binemiyor. Umuyoruz tüm makam araçları yerli araç TOGG a döner @RTErdogan","@BeratAlbayrak, Emre is right, the public can&#39;t get on the 1.6 engine anyway. We hope all authority vehicles return to the domestic vehicle TOGG @RTErdogan",1
1.29987E+18,"@Byekvador 2023 ten 2030 a kadar kaç adet togg  üretilecek biliyor musun, ülkede her yıl satılan 0 km araç sayısını biliyor musun? İkisini bir kıyasla sonra arkanı dön ve git","@Byekvador Do you know how many toggs will be produced between 2023 and 2030, do you know the number of 0 km vehicles sold in the country each year? Compare the two together then turn around and go",0
1.29984E+18,@ceyda64255538 @yesildoqu Gazı bi çıkaralım ohhhhhoo TOGG u her eve bedava vercekler . hele 2023 olsun uçan gemide yapçaz ama sana yok,"@ ceyda64255538 @yesildoqu Let&#39;s get the gas out ohhhhhoo they will give TOGG free to every home. Especially in 2023, we will do it on the flying ship, but not for you",0
1.35226E+18,@TOBBiletisim | Türkiye Odalar ve Borsalar Birliği ve @TOGG2022 Türkiye’nin Otomobili Girişim Grubu Yönetim Kurulu Başkanımız Sayın @RHisarciklioglu'na bu anlamlı hediye için teşekkür ederim. #TOGG #TOGG2022 #TürkiyeninOtomobili  https://t.co/YwUxlNoivt,@TOBBiletisim | Turkey Union of Chambers and Commodity Exchanges of Turkey and @ TOGG2022 Cars Initiative Group Board of Directors thank Mr. President for this significant gift to the @ rhisarciklioglu. # # Türkiyeninotomobil of #TOGG TOGG2022 https://t.co/ywuxlnoivt,1
1.34422E+18,"Türkiye'nin Otomobili Girişim Grubu 'babayiğitlerinden' olan Etham Sancak, TOGG Yönetim Kurulu üyeliğinden istifa etti. Sancak'ın yerine BMC İcra Kurulu Başkanı Bülent Denkdemir seçildi  https://t.co/M7Ic6wpNVL","Turkey&#39;s Automobile Enterprise Group &#39;babayiðit of&#39; Ethan is Sancak, TOGG resigned from the Board of Directors. BMC Chief Executive Officer Bülent Denkdemir was elected to replace Sancak https://t.co/M7Ic6wpNVL",1
1.34319E+18,"Türkiye'nin Otomobili Girişim Grubu, 1 yıl boyunca yaptıklarını paylaştı. ⬇️  https://t.co/HZgCAjSYRZ","Turkey&#39;s Automobile Enterprise Group, shared what they did during the first year. ⬇️ https://t.co/HZgCAjSYRZ",1
1.34313E+18,"Türkiye'nin otomobili olarak yola çıkıp dünyaya açılmaktan bahseder olmaya hızlı geçtik. Önce yerli halkı biner, halkına ulaşılabilir olur, edinilebilir, erişilebilir. Ardından dünyaya açılır. Bu logaritma böyle ilerlemeliydi.","Turkey&#39;s talking about to be opened to the world, starting out as the car we passed quickly. First, the local people get on board, the people are accessible, available, accessible. Then it opens up to the world. This logarithm had to proceed like this.",1
1.34311E+18,Türkiye'nin Otomobili'nin hesabını takip etmeyen kalmasın lütfen.  ⚡ Hatta tüm takipçilerimden @TOGG2022 için takip önerisi vermelerini rica ediyorum.   Şimdilik en azından 1 milyon takipçisi olmalı.  TAKİP 👉 @TOGG2022,"Turkey&#39;s kalmasın account that do not follow the car, please. ⚡ I even ask all my followers to give follow-up suggestions for @ TOGG2022. It should have at least 1 million followers for now. FOLLOW 👉 @ TOGG2022",1
1.34311E+18,Türkiye’nin Otomobili Girişim Grubu'ndan heyecanlandıran paylaşım:  Fikri ve sınai mülkiyet hakları yüzde 100 Türkiye’ye ait #DoğuştanElektrikli #TOGG ile tanıştığınız #YeniLigeYolculukBuluşması üzerinden tam bir yıl geçti. #YeniLigde1Yıl boyunca işte bunları yaptık:  https://t.co/Jz6hlorvvN,Turkey&#39;s share of Group excites Cars Initiative: intellectual and industrial property rights belonging to Turkey 100 percent #TOGG # # doğuştanelektrikl you meet a full year has passed out of the yeniligeyolculukbuluş. # YeniLigde1 Here&#39;s what we&#39;ve done throughout the year: https://t.co/Jz6hlorvvN,1
1.34284E+18,Türkiye’nin Otomobili’nden heyecanlandıran paylaşım  https://t.co/xmy6XmlIqY,Turkey&#39;s excited about sharing the car https://t.co/xmy6xmlıqy,1
1.34283E+18,Türkiye'nin Otomobili'nden heyecanlandıran paylaşım  https://t.co/oaHCgogD1G,Turkey&#39;s excited about sharing the car https://t.co/oahcgogd1g,1
1.34282E+18,Türkiye'nin Otomobili'nden heyecanlandıran paylaşım,Turkey&#39;s excited about sharing the car,1
1.33163E+18,İSO Kasım Ayı Meclisi’nde “Türkiye’nin Otomobili ve Sanayimiz” Konuşuldu  https://t.co/LJ9on8tJzU  https://t.co/pUtCW9Ey00,ISO Assembly in November &quot;Turkey&#39;s Automotive Industry and our&quot; Talk to https://t.co/putcw9ey00 was https://t.co/lj9on8tjz,1
1.32464E+18,"Türkiye'nin Otomobili Girişim Grubu ile paylaşılacak meteorolojik veriler sayesinde Türkiye'nin Otomobili'ni kullanacak sürücüye anlık gözlemler, tahmin, erken uyarılar ve rota önerileri sunulacak.","Turkey&#39;s Automobile Enterprise Group through meteorological data will be shared with observations instant the driver to use the car in Turkey, forecasting, early warning and route suggestions will be presented.",1
1.31854E+18,Bakan Varank'tan Türkiye'nin Otomobili paylaşımı  https://t.co/Q6oYfBzO7u,Car sharing https://t.co/q6oyfbzo7 from Turkey&#39;s Minister Varank,1
1.31851E+18,Türkiye'nin Otomobili Girişim Grubu (TOGG) tarafından geliştirilen otomobilin bataryası için dünyanın önde gelen Li-Ion batarya üreticilerinden Çinli Farasis şirketi ile anlaşıldığı duyuruldu...neresiyerli millibunun?...  https://t.co/3ikOa3rbId,Turkey&#39;s Automobile Enterprise Group (TOGG) developed by the world&#39;s leading car battery manufacturer Li-Ion battery for Farasis as agreed with the Chinese company was announced ... neresiyerl of a millibar? ... https://t.co/3ikoa3rbıd,0
1.31807E+18,Almanya’dan Türkiye’nin Otomobili’ne övgü  https://t.co/6gwKKb4WHY  https://t.co/uwnnggZpfS,Praise the car from Germany to Turkey https://t.co/6gwkkb4why https://t.co/uwnnggzpfs,1
1.30898E+18,Türkiye'nin otomobili girişim gurubu. REİS boşuna hiç birşey yapmaz...  T = Türkiye  O = Osmanlı  G = Geri  G = Geliyor.,Auto intervention groups in Turkey. REIS does nothing in vain ... no T = O = Ottoman Turkey G = G = Coming Back.,1
1.30698E+18,Türkiye`nin Otomobili`nden heyecanlandıran paylaşım! -  https://t.co/a9V8hOsySi  https://t.co/OpPLMjfMqk,Turkey&#39;s share of Otomobili`N excited! - https://t.co/a9V8hOsySi https://t.co/OpPLMjfMqk,1
1.29927E+18,"“Türkiye'nin Otomobili bir araba üretmenin çok daha ötesinde""  https://t.co/TJLTl4PluN  https://t.co/EYabKOOz01",&quot;Turkey&#39;s far beyond producing cars of a car&quot; https://t.co/tjltl4pl the https://t.co/eyabkooz01,1
1.2958E+18,Türkiye'nin Otomobili'ne bir tescil daha: 27 AB ülkesi ve Çin'den sonra Japonya  https://t.co/XBfcROhdUN @yigitbulutt  https://t.co/losO2iQRcQ,Turkey&#39;s car to a registered more than 27 EU countries and Japan after China&#39;s @yigitbulutt https://t.co/xbfcrohd https://t.co/loso2iqrcq,1
1.29379E+18,"Türkiye'nin otomobili girişim grubu (togg) seri üretime geçilecek elektrikli yerli otomobiller için paylaşılan fiyat bilgileri hakkında, “2022'den önce.  https://t.co/GjcC5SVXqV","Turkey&#39;s auto enterprise group (tOGGer) series production will be passed on shared domestic price information for electric cars, &quot;before 2022. https://t.co/GjcC5SVXqV",0
1.29368E+18,TOGG: Türkiye’nin Otomobili’nin fiyatlarını kim açıkladı bilmiyoruz ama biz açıklamadık  https://t.co/NN7dE5SVjF,"TOGG: We do not know who explained Turkey&#39;s description of the car&#39;s price, but we https://t.co/nn7de5svjf",1
1.29365E+18,TOGG: Türkiye’nin Otomobili’nin fiyatlarını 2022’den önce açıklamamız mümkün değil  https://t.co/8TB0wRkHcP,TOGG: the car&#39;s price is not possible for us to explain Turkey before 2022 https://t.co/8tb0wrkhcp,1
1.28989E+18,"Türkiye'nin Otomobili, Bilişim Vadisi'ne ilgiyi artırdı.  #bilişimvadisi #TOGG   https://t.co/bXrGKxUiSN",Turkey&#39;s automobile was increased interest in IT Valley. # bilişimvadisi #TOGG https://t.co/bXrGKxUiSN,1
1.28487E+18,Türkiye’nin otomobili için üretim tesisi inşaatı başladı @RTErdogan  https://t.co/OMMJ0nyTtq,Turkey began the construction of production facilities for car @rterdog the https://t.co/ommj0nyttq,1
1.28461E+18,"Cumhurbaşkanı Erdoğan: “Genci yaşlısıyla milletimizin her bir ferdi, ülkemizin gücünü ve üretim kapasitesini temsil eden Türkiye’nin Otomobili projesini sahiplendi”  https://t.co/1DY1aB8t38  Maşaallah",President Erdogan: &quot;Young is a senior member of each of our nation with the power of our country and Turkey representing the production capacity of automobiles claimed the project&quot; https://t.co/1dy1ab8t38 masha&#39;Allah,1
1.2846E+18,Türkiye'nin otomobili #TOGG'un fabrikasının temelleri Cumhurbaşkanımız Recep Tayyip Erdoğan tarafından Gemlik'te atıldı.  Vatanımıza ve Milletimize Hayırlı Olsun.   #YeniliğeYolculuk 🇹🇷  https://t.co/BawApdLnRB,Turkey&#39;s car # tOGGer the basis of our factory was laid in Gemlik by President Recep Tayyip Erdogan. Good luck to our country and nation. # YeniliğaYolculuk 🇹🇷 https://t.co/BawApdLnRB,1
1.28458E+18,Cumhurbaşkanı Erdoğan: Türkiye'nin Otomobili dünyanın birçok yerinde ses getirdi @anadoluajansi  https://t.co/FDemArTlVO,President Erdogan: Turkey&#39;s Car of the world&#39;s voice brought many parts of https://t.co/fdemartlvo @anadoluajans,1
1.28458E+18,Cumhurbaşkanı Yardımcısı Oktay'dan 'Türkiye'nin Otomobili' paylaşımı  https://t.co/Ja45BxBe1X  https://t.co/16KjrhVP2W,Vice President Oktay &#39;Turkey&#39;s Car&#39; sharing https://t.co/ja45bxbe1x https://t.co/16kjrhvp2w,1
1.28458E+18,"#Repost rhisarciklioglu (@get_repost) ・・・ Küresel salgına rağmen  Türkiye’nin Otomobili’nde “Şimdi yatırım zamanı” diyoruz.  Bursa Gemlik’te bir “fabrikadan fazlasını” inşa ediyoruz. Sadece bir üretim üssü değil, 83…  https://t.co/inT13DstLB","Rhisarcikliogl of #Repost (@get_repost) · · · Despite the global epidemic Turkey&#39;s car &quot;now time to invest&quot; call. We are building &quot;more than a factory&quot; in Bursa Gemlik. Not just a production base, 83… https://t.co/inT13DstLB",1
1.28458E+18,"Türkiye'nin sabırsızlıkla beklediği yerli otomobilde önemli adım atıldı.  Bursa'nın Gemlik ilçesinde ""Türkiye’nin Otomobili”nin Üretileceği TOGG Mühendislik, Tasarım ve Üretim Tesisleri İnşaatına Başlama Töreni…  https://t.co/Qp9ML0Zv41","Turkey is looking forward to the important steps were taken in domestic cars. Bursa, Gemlik in Turkey &quot;Car&quot; will be produced TOGG the Engineering, Design and Manufacturing Plant to Begin Construction Ceremony ... https://t.co/qp9ml0zv41",1
1.28456E+18,"Cumhurbaşkanımız Sayın @RTErdogan, ""Türkiye’nin Otomobili""nin üretileceği TOGG Mühendislik, Tasarım ve Üretim Tesisleri açılışını gerçekleştirdi.Türkiye gençliği,Türkiye geleceği için böylesine bir hizmeti biz gençlere kazandıran herkese teşekkür ederim.  https://t.co/zw7VrKTpdu","Our President Mr. @rterdog, &quot;Turkey&#39;s Car&quot; TOGG&#39;s will be produced Engineering, Design and Production Facility opened the gerçekleştirdi.türki to youth, such a service for Turkey in the future we would like to thank everybody who helped the young. https://t.co/zw7VrKTpdu",1
1.28455E+18,Türkiye’nin otomobili üretim tesisi inşaatına başlandı.  https://t.co/iRHK1h2R5J,Turkey&#39;s automobile production plant began construction. https://t.co/iRHK1h2R5J,1
1.28454E+18,"Cumhurbaşkanımız Sn. @RTErdogan: ""Üretime geçtikten 3 yıl sonra binek otomobillerde ülkemizde en yüksek yerlilikle üretilen tek marka Türkiye'nin Otomobili olacak.”   #TOGG #YenilikteBenDeVarım  https://t.co/olr1UZ3vvJ",Our President Mr. @rterdog: &quot;The only brand that produced the highest yerlilikl after 3 years in our country will be Turkey&#39;s passenger car production after passing the car.&quot; #TOGG # NoveltyBenDeVarım https://t.co/olr1UZ3vvJ,1
1.28452E+18,"""Türkiye’nin Otomobili""nin üretileceği TOGG Mühendislik, Tasarım ve Üretim Tesisleri İnşaatına Başlama Töreni düzenleniyor.  https://t.co/jUFsqCivN1","&quot;Turkey&#39;s Car&quot; will be produced the TOGG Engineering, Design and Production Facilities Construction to begin the ceremony is held. https://t.co/jUFsqCivN1",1
1.28452E+18,5 modelde yılda 175 bin adet üretilecek. Türkiye'nin Otomobili Girişim Grubu'nun gerçekleştireceği yatırım için 31 Aralık 2035'e kadar 30 bin otomobil alım garantisi verildi. #YenilikteBenDeVarım  https://t.co/qw4D4wEnyA,"175 thousand units will be produced annually in 5 models. Turkey&#39;s Cars Initiative Group for the investment to be realized until December 31, 2035 was 30 thousand car purchase guarantee. # Innovations",1
1.28452E+18,"Kim bilir, belki bir gün TOGG'un güvenlik testini yapan ekipte yer alacaksın? Hayali bile güzel... :) Hadi, hayallerini gerçekleştirmek için sizi bekliyoruz.  Türkiye'nin otomobili için Türkiye'nin #sibergüvenliklisesi olarak #YenilikteBenDeVarım diyoruz.  #teknoparkistanbulmtal  https://t.co/e0KyY6diLG","Who knows, maybe one day you will be part of the team that conducts the safety test of TOGG? Even her dreams are beautiful ... :) Come on, we are waiting for you to make your dreams come true. Turkey, as Turkey&#39;s sibergüvenliklise for car # # I call yeniliktebendev. #teknoparkistanbulmtal https://t.co/e0KyY6diLG",1
1.28452E+18,"Made in TÜRKİYE...  Bugün Cumhurbaşkanımız ve Genel Başkanımız @RTErdogan'ın Katılımlarıyla “Türkiye’nin Otomobili”nin Üretileceği TOGG Mühendislik, Tasarım ve Üretim Tesisleri İnşaatının Temel Atma Töreni Yapılacaktır. Hayırlı Olsun  #YenilikteBenDeVarım #TOGG  https://t.co/hsJJ3fvsdb","Made in Turkey ... Today @ rterdogan our President and Chairman of the Participation &quot;Turkey&#39;s Car&quot; which will be produced TOGG Engineering, Design and Manufacturing Plant Groundbreaking Ceremony of the construction will be made. Good luck # InnovationBenDeVarım #TOGG https://t.co/hsJJ3fvsdb",1
1.28449E+18,"‼️  BursalıTOGG EvineHoşgeldin!!!  Türkiye'nin Otomobili  Gemlik'ten Geliyor...  Cumhurbaşkanımız Sayın Recep Tayyip Erdogan'ın liderliğinde, büyük bir gurur ve şükür kaynağı #MilliTeknolojiHamlesi sürecinde #YeniLigeYolculuk Başlıyor...  #YeniLigGemlik  #YenilikteBenDeVarim  https://t.co/0s7ja3zXhj","‼ ️ Bursalı Welcome to TOGG House !!! The car is coming from Gemlik in Turkey ... President Mr. Recep Tayyip Erdogan&#39;s leadership, #yeniligeyolculuk source of great pride and thank #milliteknolojihamle in the process of starting ... I #yeniliktebendev #yeniliggemlik https://t.co/0s7ja3zxhj",1
1.28449E+18,"Türkiye’nin otomobili,  Türkiye’nin gururu..  Türkiye’nin yerli otomobil yolculuğunda ben de varım. 🇹🇷  #YenilikteBenDeVarim  https://t.co/K2jo3zBwVQ","Turkey&#39;s car, I have the pride of Turkey .. Turkey&#39;s domestic automobile journey. 🇹🇷 #YenilikteBenDeVarim https://t.co/K2jo3zBwVQ",1
1.28448E+18,"Türkiye'nin Otomobili'nin üretileceği TOGG Mühendislik, Tasarım ve Üretim Tesisleri ‘nin hayırlı olmasını diliyoruz. Otokolo olarak, yerli ve milli üretimi destekliyoruz!","The car will be produced in Turkey TOGG Engineering, Design and Production Facility &#39;s wish to be beneficial. As Otokolo, we support domestic and national production!",1
1.28415E+18,"Türkiye'nin Otomobili Girişim Grubu tarafından Gemlik'te kurulacak fabrikanın inşaata başlama töreni, yarın Cumhurbaşkanı Erdoğan'ın katılımıyla gerçekleştirilecek.   https://t.co/zPZ4pzclNX  https://t.co/icT5bbHsFx","Turkey&#39;s Automobile Enterprise Group commencement ceremonies by construction of the factory will be established in Gemlik, will be held tomorrow with President Erdoğan. https://t.co/zPZ4pzclNX https://t.co/icT5bbHsFx",1
1.28413E+18,"Yarın Temel Atma Töreni gerçekleşecek. Temele adını yazdıranları görelim 🇹🇷😍🇹🇷😍 . Fabrikanın temelinin atılacağı alana ilişkin fotoğrafa da yer veren Varank, ""18 Temmuz 2020, 17.30, Gemlik, Bursa"" notunu düştü. Türkiye'nin Otomobili'nin üretileceği T…  https://t.co/zPBAWQwule  https://t.co/TnWqS3ZtJv","The Groundbreaking Ceremony will take place tomorrow. Let&#39;s see who wrote their name on the foundation 🇹🇷😍🇹🇷😍. Varank, who also included the photograph of the area where the foundation of the factory will be laid, dropped the note &quot;18 July 2020, 17.30, Gemlik, Bursa&quot;. The car will be produced in Turkey https://t.co/zpbawqwul https://t.co/tnwqs3ztjv T ...",1
1.28404E+18,#YenilikteBenDeVarım diyerek Türkiye’nin Otomobili’nin heyecanına ortak oluyoruz  https://t.co/mMzJ58qldJ,# Yeniliktebendev I&#39;m saying Turkey&#39;s partner in the car and we are excited to https://t.co/mmzj58qldj,1
1.28404E+18,#YenilikteBenDeVarim  Türkiye'nin Otomobili  https://t.co/NPCLRFWMvn,I #yeniliktebendev Turkey&#39;s Car https://t.co/npclrfwmvn,1
1.28404E+18,🧿🇹🇷 Türkiye’nin Otomobili 🇹🇷🧿 #YenilikteBenDeVarim  https://t.co/H3b9sXkkM5,🧿🇹🇷 Turkey&#39;s Car 🇹🇷🧿 #yeniliktebendev I https://t.co/h3b9sxkkm5,1
1.28401E+18,"Yeni Türkiye, Güçlü Türkiye için  #YenilikteBenDeVarım diyorum ve hayırlı olmasını diliyorum.  🇹🇷 Bu gurur hepimizin! 🇹🇷  Bir viraj daha geride kalıyor, Türkiye'nin Otomobili yaklaşıyor.  #YenilikteBenDeVarım   #YenilikteBendeVarım  https://t.co/XmAdLxqvoo","New Turkey, I say # I yeniliktebendev strong for Turkey, and I wish to be beneficial. 🇹🇷 This pride is ours! 🇹🇷 a curve remains more behind Turkey&#39;s automobile is approaching. # InnovationBenDeVarım #ChildhoodDeVarım",1
1.284E+18,#YerliVeBursalı Türkiye’nin otomobili TOGG için  #YenilikteBenDeVarım  https://t.co/Cx7jHM6hVj,# Yerlivebursal for TOGG Turkey&#39;s car # yeniliktebendev I https://t.co/cx7jhm6hvj,1
1.2839E+18,Bir hayale daha adım adım yaklaşıyoruz!  Türkiye’nin otomobili geliyor.🇹🇷  #YenilikteBenDeVarım  https://t.co/tWy8Cp0EZv,We are approaching another dream step by step! Turkey&#39;s auto geliyor.🇹🇷 # I yeniliktebendev https://t.co/twy8cp0ezv,1
1.28384E+18,Türkiye'nin Otomobili 🇹🇷😎 #YenilikteBenDeVarım  #TOGG  https://t.co/FE1Jf5pIe0,Turkey&#39;s Car 🇹🇷😎 # yeniliktebendev I #TOGG https://t.co/fe1jf5pıe0,1
1.28374E+18,"Sanayi ve Teknoloji Bakanı Mustafa Varank, ""Türkiye'nin Otomobili""nin üretileceği fabrikanın temelinin atılacağı tarihi açıkladı  https://t.co/KNZJYN7d87","Industry and Technology Minister Mustafa Varank, &quot;Turkey&#39;s Car&quot; explained the history of the foundation of the factory will be produced will be taken https://t.co/knzjyn7d87",1
1.28374E+18,Mustafa Varank Türkiye'nin Otomobili'nin üretileceği fabrikanın temelinin atılacağı tarihi açıkladı!  https://t.co/dE8tqkps5o,Varank Turkey&#39;s Mustafa explained the history of the factory where the car will be taken on the basis of the production! https://t.co/dE8tqkps5o,1
1.28159E+18,Türkiye'nin Otomobili fabrikasının inşaat başlangıç töreni çok yakında!  https://t.co/58woeHRaTn,start of construction ceremony of Turkey&#39;s automobile factory very soon! https://t.co/58woeHRaTn,1
1.28129E+18,Türkiye'nin Otomobili TOGG hakkında yeni paylaşım    https://t.co/HFWSbpSiYH  https://t.co/Xqr4tBP7Cp,Car sharing about Turkey&#39;s new TOGG https://t.co/hfwsbpsiyh https://t.co/xqr4tbp7cp,1
1.28125E+18,Türkiye nin otomobili temel atma töreni çok yakında,Turkey&#39;s auto groundbreaking ceremony very soon,1
1.27863E+18,TOBB Başkanımız @rhisarciklioglu ; Türkiye’nin Otomobili (TOGG) fabrikasının temel atma töreni temmuz ayı içerisinde gerçekleşeceğini belirtti. #TürkiyeninOtomobili #Bursa #Gemlik #Orhangazi #TOGG  https://t.co/SIVb5Tk1ut,Our TOBB President @rhisarciklioglu; Turkey&#39;s Car (TOGG) said the groundbreaking ceremony will take place in July of the factory. If #Gemlik #Orhangaz #B # türkiyeninotomobil of the #TOGG https://t.co/sıvb5tk1ut,1
1.27752E+18,Türkiye’nin otomobili tescillendi    https://t.co/IXGbqx32y6,Turkey&#39;s car was registered https://t.co/ıxgbqx32y6,1
1.27579E+18,#Çin Patent Kurumu'ndan #Türkiye'nin #Otomobili'ne tasarım tescili!  Türkiye'nin Otomobili Girişim Grubu'nun otomobillerinin tasarımları Çin Patent Kurumu tarafından tescillendi.  #TOGG #SUV #YeniLigeYolculuk  https://t.co/lMVuLDS1UN,Turkey&#39;s Chinese Patent # # # car from Instution the design registration! Design Car of the Initiative Group of Turkey&#39;s car was registered by the Chinese Patent Office. #TOGG #SUV #YeniLigeYolculuk https://t.co/lMVuLDS1UN,1
1.2685E+18,"Türkiye'nin Otomobili Girişim Grubu, ÇED Olumlu Raporunun ardından faaliyetlerini daha da hızlandıracak Yatırım Teşvik Belgesi’ni de aldıklarını açıkladı.  https://t.co/inGOXBBsed","Turkey&#39;s Automobile Enterprise Group, the EIA report will then accelerate further the activities of the Investment Incentives announced that they received the Certificate. https://t.co/inGOXBBsed",1
1.26846E+18,Geçtiğimiz günlerde fabrika için ÇED'den olumlu rapor alan Türkiye'nin Otomobili Girişim Grubu bugün de Yatırım Teşvik Belgesi aldığını duyurdu.  https://t.co/JvOsq718bx  https://t.co/kom2Su0ERE,Cars Initiative Group in Turkey&#39;s recent positive reports from field to factory EIA announced that the Investment Incentive Certificate received today. https://t.co/JvOsq718bx https://t.co/kom2Su0ERE,1
1.26843E+18,"Hayırlı olsun...👏👏👏👏  işler yolunda gidiyor, dünya yollarında Türkiye’nin Otomobili’ni görmeyi de sabırsızlıkla bekliyoruz.. 🚗  @TOGG2022",👏👏👏👏 things get better ... going towards Turkey&#39;s way to see the car in the world .. We look forward 🚗 @ TOGG2022,1
1.26805E+18,"Türkiye'nin Otomobili'nin fabrikası ""ÇED olumlu"" raporunu aldı  https://t.co/DoBqWg214H",The car factory in Turkey &quot;EIA positive&quot; by the report https://t.co/dobqwg214h,1
1.2679E+18,Türkiye'nin Otomobili'nin fabrikası 'ÇED Olumlu' raporunu aldı Detaylar  https://t.co/GfDosE5T27  https://t.co/caerYMbASx,Turkey&#39;s car factory of the &#39;EIA&#39; was the report details https://t.co/gfdose5t27 https://t.co/caerymbasx,1
1.26781E+18,"📍TOGG tarafından Bursa'nın Gemlik ilçesinde üretimi yapılacak olan Türkiye'nin Otomobili'nin fabrika projesinin, Çevre ve Şehircilik Bakanlığı'ndan Çevresel Etki Değerlendirmesi (ÇED) raporu olumlu şekilde tamamlandı.  🔗 https://t.co/iWa6GB0d46  https://t.co/r9FcDw29aj","Bursa by 📍TOGG production which will be held in Gemlik Turkey&#39;s car factory project, the Ministry of Environment and Urbanism from Environmental Impact Assessment (EIA) report has been completed in a positive way. 🔗 https://t.co/iWa6GB0d46 https://t.co/r9FcDw29aj",1
1.26778E+18,Türkiye'nin Otomobili'nin fabrikası 'ÇED olumlu' raporunu aldı  https://t.co/BpkhOQizNf @gazete_yenigun aracılığıyla,Turkey&#39;s car factory of the &#39;EIA positive&#39; reports through the bottom of the https://t.co/bpkhoqiznf @gazete_yenig,1
1.25157E+18,"2017'de Türkiye'nin Otomobili Projesi Ortak Girişim Grubu İşbirliği Protokolü, Anadolu Grubu, BMC, Kıraça Holding, Turkcell Grubu ve Zorlu Holding'le imzalandı. Projedeki '5 babayiğit'in yanı sıra TOBB da şirkete ortak olduydu Hakkaten n'oldu o işşş  T O G G","Turkey&#39;s 2017 Car of the Protocol of Cooperation Project Joint Venture Group, Anadolu Group, BMC, Kıraça Holding and Zorlu Holding, Turkcell Group was signed. In addition to the &#39;5 babayiğit&#39; in the project, TOBB also became a partner of the company. What really happened that İşiş TOGG",0
1.24982E+18,Avrupa Birliği’nden Türkiye’nin Otomobili’ne Tasarım Tescili  https://t.co/QNRlle0RV7  https://t.co/9vgZF3SsWl,Design Registration of the car to Turkey from the European Union https://t.co/qnrlle0rv7 https://t.co/9vgzf3sswl,1
1.24964E+18,Avrupa Birliği'nden Türkiye'nin Otomobili'ne tasarım tescili  https://t.co/EZcYdnUa63  https://t.co/tY5dfVZJqR,Car registration of the design Turkey from the European Union is https://t.co/ezcydnua63 https://t.co/ty5dfvzjq,1
1.24946E+18,Avrupa Birliği'nden Türkiye'nin Otomobili'ne tasarım tescili  https://t.co/MhoEbsBgUC  https://t.co/YYgxpv9MSM,Car registration of the design Turkey from the European Union https://t.co/mhoebsbguc https://t.co/yygxpv9msm,1
1.24946E+18,Avrupa Birliği'nden Türkiye'nin Otomobili'ne tasarım tescili  https://t.co/GaWpuBWNoP,Car registration of the design Turkey from the European Union https://t.co/gawpubwnop,1
1.24016E+18,"Türkiye'nin Otomobili'nin üretileceği Bursa'nın Gemlik ilçesinde, yıllık 175 bin aracın üretileceği tesisin inşaatında 2 bin kişi çalışacak. #yerliotomobil   https://t.co/Uw6QIxAXEL  https://t.co/oVsMFqcb6b","Turkey&#39;s Gemlik district of Bursa, the car will be produced, the annual 175 thousand vehicles in the construction of the plant will produce 2 thousand people will work. #yerliotomobil https://t.co/Uw6QIxAXEL https://t.co/oVsMFqcb6b",1
1.23789E+18,Türkiye’nin Otomobili Maket Trafik Polis Aracı Oldu #eskişehir - #eskisehir  https://t.co/0Mp74ZFkcK @eskisehirgundem aracılığıyla,Turkey&#39;s Traffic Police Car Model Tool Becomes # eskişehir - #eskiseh is https://t.co/0mp74zfkck through my @eskisehirgunde,0
1.23736E+18,`Türkiye`nin Otomobili` üretiminin yapılacağı Gemlik`te 12 Mart`ta tanıtılacak -  https://t.co/RkphUVmgtO  https://t.co/RDDLvqRJWX,`Turkey`s to Gemlik to do Otomobili` production of 12 will be introduced to Mart`T - https://t.co/rkphuvmgto https://t.co/rddlvqrjwx,1
1.23041E+18,Türkiye'nin Otomobili'ni çizen otizmli Mesut dünya devinin teklifini reddetti  https://t.co/mM5y8JLukt  https://t.co/t7HGwBKVdD,Turkey Mesut autism who draws the car&#39;s world has rejected the offer of the giant https://t.co/mm5y8jlukt https://t.co/t7hgwbkvdd,1
1.22955E+18,Türkiye'nin Otomobili'nin sanal testleri başladı  https://t.co/XXJzAr7TCx  https://t.co/RXkF5RmVrf,Turkey&#39;s car began testing virtual https://t.co/xxjzar7tcx https://t.co/rxkf5rmvrf,1
1.22954E+18,"Yerli otomobil, bilgisayar ortamında simüle edilerek test ediliyor.  Türkiye’nin Otomobili Girişim Grubu, otomobilin gelişim süreciyle ilgili bir video yayımladı.  @TOGG2022  https://t.co/l94yci84Ui","The domestic car is simulated and tested in a computer environment. Turkey&#39;s Automobile Enterprise Group, has released a video about the car&#39;s development process. @ TOGG2022 https://t.co/l94yci84Ui",1
1.22948E+18,"Türkiye’nin Otomobili’ni, otomobilin fiziksel özelliklerini  birebir yansıtan bir matematiksel modeli simüle ederek geliştiriyoruz.   #ModellemeveSimülasyon  #TOGG  @TOBBiletisim @RHisarciklioglu 👏👏  https://t.co/CPhmlmmD9Y","Turkey, the car, we develop a mathematical model simulating the physical characteristics reflecting the car&#39;s verbatim. # ModelingeveSimulation #TOGG @TOBBiletisim @RHisarciklioglu 👏👏 https://t.co/CPhmlmmD9Y",1
